strategy_id,strategy_label,seed,time,Q_phy,Q_comm,Q_mis,Q_overall,alive_nodes
distance_driven,Nearest-Neighbor Reconfiguration,17,74,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,75,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,76,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,77,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,78,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,79,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,80,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,81,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,82,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,83,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,84,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,85,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,86,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,87,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,88,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,89,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,90,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,91,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,92,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,93,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,94,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,95,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,96,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,97,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,98,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,99,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,17,100,0.5966321040201501,0.5685075946764443,0.6470588235294118,0.6091894345701134,70
distance_driven,Nearest-Neighbor Reconfiguration,23,0,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,1,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,2,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,3,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,4,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,5,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,6,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,7,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,8,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,9,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,10,1.0,1.0,1.0,1.0,100
