scenario_id,scenario_label,mode_label,targeting_label,strategy_id,strategy_label,attack_ratio,seed,resilience,final_Q_phy,final_Q_comm,final_Q_mis,final_Q_overall
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.3,29,0.0,1.0,0.5029044114966801,0.0,0.30144058158752307
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.3,35,0.0,1.0,0.4710367754073352,0.0,0.28412245408901726
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.4,11,0.0,1.0,0.38581078219454323,0.0,0.24395310294029415
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.4,17,0.0,1.0,0.3974720522273302,0.0,0.25421859196743907
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.4,23,0.0,1.0,0.3821250080094293,0.0,0.2394082478193829
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.4,29,0.0,1.0,0.4166296169666358,0.0,0.26069028593947857
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.4,35,0.0,1.0,0.37893641002986983,0.0,0.2407644294676523
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.5,11,0.0,1.0,0.32107527480757,0.0,0.21431173846290263
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.5,17,0.0,1.0,0.3173694357391189,0.0,0.21782446597498956
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.5,23,0.0,1.0,0.31030571324659134,0.0,0.20693260522137014
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.5,29,0.0,1.0,0.31153038550082157,0.0,0.21128706571564582
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_mismatch_recon,Phase-Mismatched Utility Reconfiguration,0.5,35,0.0,1.0,0.28699944969758184,0.0,0.19767465206121132
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.1,11,0.7943984429416082,1.0,0.9369835142326257,1.0,1.0
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.1,17,0.7963555819417373,1.0,0.9642699747668413,1.0,1.0
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.1,23,0.8078128099122454,1.0,0.9825083277020384,1.0,1.0
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.1,29,0.8386151876333584,1.0,1.0,0.925925925925926,0.9680456735441243
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.1,35,0.8096985994176423,1.0,0.9309158366144864,0.95,0.9451356258763461
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.2,11,0.41363810143553725,1.0,0.7005136606046154,1.0,0.8734903504018552
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.2,17,0.4119293186408116,1.0,0.7326105459106805,1.0,0.9495262620068794
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.2,23,0.3439266149078604,1.0,0.7304817755328592,1.0,0.9149100860538755
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.2,29,0.6130514314859538,1.0,0.7929038644910857,0.9444444444444444,0.884598364988542
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.2,35,0.29554127134222324,1.0,0.7048040721857383,0.9,0.8200504506647397
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.3,11,0.0,1.0,0.49210243353866084,0.0,0.2992616544110953
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.3,17,0.0,1.0,0.4791222242519077,0.0,0.29477919239187134
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.3,23,0.0,1.0,0.4784378526082735,0.0,0.2875728253910741
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.3,29,0.0,1.0,0.5062124430473143,0.0,0.3053466370379983
cyber_role_decider,Network Suppression-Role-Oriented Targeted Attack (D),Network Suppression,Role-Oriented Targeted Attack,utility_role_driven,Utility-Guided and Role-Driven Reconfiguration,0.3,35,0.0,1.0,0.47302801754445517,0.0,0.28535674657904564
